,condition
38521,0
38522,0
38523,1
38524,1
38525,1
38526,1
38527,1
38528,0
38529,1
38530,2
38531,1
38532,1
38533,2
38534,1
38535,0
38536,1
38537,0
38538,0
38539,1
38540,1
38541,0
38542,2
38543,1
38544,2
38545,2
38546,1
38547,2
38548,1
38549,1
38550,1
38551,1
38552,1
38553,1
38554,1
38555,1
38556,1
38557,0
38558,1
38559,1
38560,0
38561,1
38562,1
38563,1
38564,0
38565,1
38566,2
38567,2
38568,1
38569,2
38570,1
38571,1
38572,1
38573,2
38574,1
38575,2
38576,2
38577,0
38578,0
38579,1
38580,2
38581,1
38582,1
38583,0
38584,2
38585,1
38586,1
38587,0
38588,1
38589,2
38590,1
38591,1
38592,1
38593,1
38594,1
38595,1
38596,1
38597,0
38598,2
38599,1
38600,0
38601,1
38602,1
38603,1
38604,2
38605,1
38606,1
38607,1
38608,0
38609,0
38610,1
38611,1
38612,1
38613,1
38614,1
38615,1
38616,2
38617,1
38618,1
38619,1
38620,1
38621,0
38622,0
38623,1
38624,0
38625,2
38626,1
38627,1
38628,0
38629,1
38630,1
38631,1
38632,0
38633,1
38634,1
38635,1
38636,2
38637,0
38638,2
38639,2
38640,1
38641,0
38642,2
38643,1
38644,1
38645,1
38646,1
38647,2
38648,0
38649,1
38650,0
38651,1
38652,1
38653,1
38654,1
38655,2
38656,1
38657,0
38658,1
38659,0
38660,0
38661,1
38662,2
38663,0
38664,1
38665,0
38666,0
38667,0
38668,1
38669,2
38670,0
38671,0
38672,1
38673,1
38674,1
38675,1
38676,0
38677,2
38678,2
38679,0
38680,0
38681,2
38682,1
38683,1
38684,1
38685,0
38686,1
38687,1
38688,1
38689,0
38690,0
38691,1
38692,2
38693,0
38694,2
38695,1
38696,1
38697,0
38698,1
38699,0
38700,1
38701,1
38702,1
38703,1
38704,0
38705,2
38706,1
38707,0
38708,1
38709,0
38710,1
38711,1
38712,0
38713,1
38714,1
38715,2
38716,1
38717,1
38718,1
38719,2
38720,2
38721,2
38722,1
38723,0
38724,1
38725,2
38726,1
38727,0
38728,0
38729,1
38730,2
38731,1
38732,0
38733,0
38734,1
38735,1
38736,0
38737,1
38738,0
38739,0
38740,0
38741,2
38742,2
38743,0
38744,0
38745,0
38746,1
38747,0
38748,0
38749,1
38750,1
38751,1
38752,1
38753,1
38754,1
38755,2
38756,1
38757,1
38758,1
38759,0
38760,2
38761,2
38762,0
38763,2
38764,2
38765,2
38766,1
38767,1
38768,1
38769,1
38770,0
38771,2
38772,1
38773,2
38774,1
38775,2
38776,0
38777,1
38778,1
38779,0
38780,0
38781,2
38782,1
38783,2
38784,1
38785,1
38786,0
38787,1
38788,0
38789,1
38790,2
38791,0
38792,0
38793,1
38794,1
38795,1
38796,0
38797,2
38798,1
38799,1
38800,2
38801,1
38802,2
38803,1
38804,1
38805,0
38806,2
38807,1
38808,1
38809,0
38810,1
38811,0
38812,2
38813,1
38814,1
38815,1
38816,1
38817,1
38818,1
38819,1
38820,1
38821,1
38822,2
38823,1
38824,1
38825,0
38826,2
38827,0
38828,0
38829,1
38830,1
38831,0
38832,1
38833,1
38834,1
38835,1
38836,1
38837,0
38838,1
38839,1
38840,1
38841,1
38842,1
38843,2
38844,1
38845,1
38846,1
38847,1
38848,0
38849,1
38850,2
38851,1
38852,0
38853,2
38854,0
38855,2
38856,1
38857,0
38858,1
38859,0
38860,1
38861,1
38862,2
38863,1
38864,0
38865,0
38866,1
38867,0
38868,1
38869,1
38870,0
38871,2
38872,1
38873,1
38874,0
38875,1
38876,1
38877,1
38878,1
38879,0
38880,1
38881,1
38882,1
38883,1
38884,1
38885,1
38886,1
38887,0
38888,2
38889,1
38890,0
38891,2
38892,2
38893,1
38894,0
38895,0
38896,0
38897,1
38898,0
38899,1
38900,1
38901,1
38902,2
38903,0
38904,1
38905,1
38906,0
38907,1
38908,1
38909,1
38910,1
38911,1
38912,2
38913,1
38914,1
38915,2
38916,1
38917,1
38918,1
38919,2
38920,1
38921,1
38922,2
38923,1
38924,1
38925,1
38926,0
38927,1
38928,2
38929,1
38930,1
38931,1
38932,1
38933,1
38934,1
38935,1
38936,1
38937,2
38938,1
38939,1
38940,1
38941,2
38942,1
38943,2
38944,1
38945,0
38946,1
38947,1
38948,1
38949,0
38950,0
38951,1
38952,1
38953,2
38954,0
38955,2
38956,1
38957,0
38958,1
38959,2
38960,1
38961,1
38962,1
38963,1
38964,1
38965,0
38966,1
38967,1
38968,0
38969,1
38970,0
38971,1
38972,1
38973,1
38974,1
38975,1
38976,1
38977,2
38978,0
38979,0
38980,0
38981,1
38982,1
38983,1
38984,1
38985,0
38986,2
38987,1
38988,1
38989,1
38990,1
38991,1
38992,1
38993,0
38994,1
38995,1
38996,2
38997,1
38998,1
38999,0
39000,1
39001,1
39002,1
39003,0
39004,2
39005,1
39006,1
39007,0
39008,0
39009,1
39010,1
39011,1
39012,2
39013,1
39014,1
39015,0
39016,1
39017,0
39018,1
39019,0
39020,0
39021,0
39022,1
39023,1
39024,0
39025,1
39026,2
39027,2
39028,0
39029,0
39030,0
39031,1
39032,2
39033,1
39034,2
39035,1
39036,2
39037,0
39038,1
39039,1
39040,2
39041,2
39042,0
39043,1
39044,1
39045,0
39046,1
39047,0
39048,1
39049,0
39050,1
39051,1
39052,1
39053,1
39054,0
39055,1
39056,0
39057,0
39058,0
39059,0
39060,2
39061,0
39062,1
39063,0
39064,1
39065,2
39066,1
39067,1
39068,0
39069,0
39070,1
39071,1
39072,1
39073,1
39074,0
39075,0
39076,1
39077,1
39078,0
39079,1
39080,2
39081,0
39082,1
39083,1
39084,0
39085,2
39086,1
39087,1
39088,1
39089,0
39090,0
39091,1
39092,1
39093,1
39094,0
39095,1
39096,2
39097,1
39098,1
39099,0
39100,1
39101,2
39102,1
39103,1
39104,1
39105,1
39106,2
39107,1
39108,2
39109,1
39110,1
39111,1
39112,1
39113,1
39114,1
39115,0
39116,1
39117,1
39118,1
39119,1
39120,1
39121,0
39122,2
39123,1
39124,1
39125,1
39126,1
39127,1
39128,2
39129,1
39130,1
39131,2
39132,2
39133,2
39134,1
39135,2
39136,1
39137,0
39138,1
39139,1
39140,0
39141,1
39142,1
39143,1
39144,0
39145,2
39146,1
39147,1
39148,1
39149,1
39150,2
39151,1
39152,0
39153,2
39154,1
39155,1
39156,0
39157,1
39158,0
39159,0
39160,1
39161,1
39162,1
39163,0
39164,1
39165,2
39166,2
39167,1
39168,1
39169,1
39170,1
39171,0
39172,0
39173,1
39174,1
39175,1
39176,2
39177,1
39178,1
39179,1
39180,1
39181,1
39182,1
39183,1
39184,0
39185,0
39186,0
39187,0
39188,0
39189,1
39190,1
39191,1
39192,1
39193,1
39194,1
39195,1
39196,0
39197,1
39198,1
39199,1
39200,2
39201,1
39202,1
39203,1
39204,0
39205,2
39206,1
39207,0
39208,0
39209,0
39210,0
39211,1
39212,1
39213,1
39214,1
39215,0
39216,2
39217,0
39218,1
39219,1
39220,2
39221,2
39222,1
39223,1
39224,1
39225,1
39226,1
39227,2
39228,1
39229,1
39230,0
39231,1
39232,0
39233,0
39234,1
39235,1
39236,0
39237,1
39238,1
39239,1
39240,1
39241,2
39242,2
39243,1
39244,0
39245,1
39246,1
39247,0
39248,0
39249,1
39250,1
39251,0
39252,1
39253,1
39254,0
39255,0
39256,2
39257,1
39258,1
39259,1
39260,2
39261,2
39262,1
39263,0
39264,1
39265,1
39266,0
39267,0
39268,0
39269,1
39270,1
39271,0
39272,1
39273,0
39274,1
39275,2
39276,2
39277,2
39278,1
39279,0
39280,2
39281,1
39282,0
39283,1
39284,1
39285,1
39286,0
39287,1
39288,1
39289,0
39290,0
39291,1
39292,1
39293,2
39294,1
39295,1
39296,0
39297,0
39298,1
39299,0
39300,1
39301,0
39302,1
39303,0
39304,1
39305,1
39306,1
39307,1
39308,1
39309,0
39310,1
39311,0
39312,2
39313,2
39314,1
39315,1
39316,1
39317,2
39318,2
39319,1
39320,0
39321,2
39322,1
39323,1
39324,1
39325,2
39326,1
39327,1
39328,1
39329,0
39330,1
39331,1
39332,0
39333,1
39334,0
39335,0
39336,0
39337,0
39338,0
39339,1
39340,1
39341,2
39342,1
39343,2
39344,2
39345,1
39346,2
39347,1
39348,0
39349,0
39350,1
39351,1
39352,1
39353,1
39354,0
39355,1
39356,1
39357,1
39358,1
39359,0
39360,0
39361,1
39362,0
39363,1
39364,1
39365,1
39366,1
39367,2
39368,2
39369,1
39370,2
39371,1
39372,1
39373,0
39374,2
39375,0
39376,1
39377,1
39378,1
39379,0
39380,1
39381,1
39382,1
39383,1
39384,1
39385,0
39386,2
39387,2
39388,1
39389,1
39390,2
39391,0
39392,0
39393,1
39394,0
39395,2
39396,0
39397,1
39398,0
39399,2
39400,1
39401,0
39402,2
39403,0
39404,1
39405,1
39406,2
39407,1
39408,1
39409,2
39410,1
39411,1
39412,2
39413,1
39414,2
39415,2
39416,1
39417,0
39418,1
39419,1
39420,1
39421,1
39422,1
39423,1
39424,0
39425,0
39426,2
39427,2
39428,0
39429,1
39430,0
39431,1
39432,1
39433,1
39434,0
39435,0
39436,2
39437,1
39438,0
39439,0
39440,0
39441,1
39442,0
39443,1
39444,0
39445,0
39446,1
39447,1
39448,0
39449,0
39450,1
39451,2
39452,1
39453,1
39454,1
39455,2
39456,1
39457,1
39458,2
39459,1
39460,1
39461,1
39462,1
39463,1
39464,2
39465,1
39466,0
39467,1
39468,1
39469,1
39470,1
39471,0
39472,1
39473,1
39474,1
39475,1
39476,1
39477,0
39478,1
39479,0
39480,1
39481,0
39482,1
39483,0
39484,1
39485,1
39486,1
39487,1
39488,1
39489,0
39490,2
39491,0
39492,1
39493,1
39494,1
39495,2
39496,1
39497,1
39498,0
39499,0
39500,2
39501,0
39502,1
39503,0
39504,1
39505,0
39506,0
39507,1
39508,2
39509,1
39510,1
39511,1
39512,1
39513,1
39514,0
39515,0
39516,2
39517,2
39518,2
39519,0
39520,2
39521,0
39522,1
39523,2
39524,1
39525,2
39526,1
39527,0
39528,2
39529,0
39530,0
39531,2
39532,0
39533,0
39534,1
39535,1
39536,1
39537,2
39538,2
39539,1
39540,1
39541,1
39542,1
39543,0
39544,1
39545,1
39546,1
39547,2
39548,2
39549,2
39550,1
39551,1
39552,2
39553,1
39554,1
39555,1
39556,0
39557,2
39558,1
39559,1
39560,0
39561,0
39562,1
39563,1
39564,1
39565,1
39566,0
39567,1
39568,1
39569,2
39570,1
39571,0
39572,0
39573,1
39574,0
39575,1
39576,1
39577,2
39578,1
39579,1
39580,0
39581,0
39582,1
39583,0
39584,1
39585,1
39586,2
39587,1
39588,0
39589,1
39590,0
39591,1
39592,1
39593,1
39594,1
39595,1
39596,0
39597,0
39598,2
39599,2
39600,0
39601,1
39602,1
39603,1
39604,1
39605,0
39606,2
39607,1
39608,1
39609,0
39610,1
39611,2
39612,1
39613,1
39614,0
39615,1
39616,1
39617,1
39618,1
39619,2
39620,1
39621,1
39622,1
39623,1
39624,0
39625,0
39626,1
39627,1
39628,1
39629,0
39630,1
39631,1
39632,2
39633,0
39634,0
39635,1
39636,2
39637,0
39638,2
39639,1
39640,1
39641,1
39642,1
39643,1
39644,0
39645,1
39646,0
39647,0
39648,0
39649,1
39650,0
39651,2
39652,0
39653,1
39654,1
39655,0
39656,0
39657,0
39658,0
39659,1
39660,1
39661,2
39662,1
39663,1
39664,0
39665,1
39666,0
39667,0
39668,1
39669,0
39670,1
39671,1
39672,1
39673,2
39674,0
39675,1
39676,2
39677,1
39678,2
39679,0
39680,2
39681,2
39682,1
39683,2
39684,0
39685,1
39686,1
39687,2
39688,0
39689,2
39690,2
39691,2
39692,0
39693,2
39694,0
39695,0
39696,1
39697,0
39698,1
39699,1
39700,2
39701,1
39702,0
39703,2
39704,2
39705,1
39706,1
39707,2
39708,1
39709,1
39710,1
39711,1
39712,1
39713,0
39714,0
39715,0
39716,2
39717,2
39718,0
39719,2
39720,1
39721,1
39722,1
39723,1
39724,2
39725,1
39726,1
39727,1
39728,2
39729,0
39730,1
39731,0
39732,1
39733,0
39734,0
39735,2
39736,2
39737,2
39738,1
39739,0
39740,2
39741,1
39742,1
39743,1
39744,1
39745,2
39746,1
39747,2
39748,0
39749,1
39750,0
39751,2
39752,1
39753,0
39754,1
39755,1
39756,0
39757,1
39758,2
39759,1
39760,1
39761,2
39762,0
39763,2
39764,0
39765,2
39766,1
39767,1
39768,1
39769,1
39770,0
39771,0
39772,1
39773,0
39774,0
39775,2
39776,0
39777,0
39778,1
39779,0
39780,2
39781,1
39782,1
39783,1
39784,1
39785,0
39786,1
39787,1
39788,1
39789,0
39790,0
39791,1
39792,1
39793,2
39794,1
39795,0
39796,0
39797,0
39798,0
39799,1
39800,1
39801,1
39802,1
39803,1
39804,0
39805,2
39806,2
39807,1
39808,1
39809,1
39810,2
39811,2
39812,0
39813,1
39814,0
39815,2
39816,0
39817,1
39818,2
39819,0
39820,1
39821,0
39822,1
39823,1
39824,1
39825,1
39826,1
39827,2
39828,0
39829,0
39830,1
39831,1
39832,1
39833,2
39834,0
39835,1
39836,2
39837,1
39838,0
39839,0
39840,0
39841,1
39842,1
39843,0
39844,2
39845,1
39846,0
39847,1
39848,1
39849,1
39850,0
39851,0
39852,0
39853,1
39854,1
39855,0
39856,1
39857,0
39858,1
39859,0
39860,1
39861,1
39862,2
39863,1
39864,0
39865,2
39866,1
39867,1
39868,0
39869,0
39870,1
39871,1
39872,2
39873,1
39874,0
39875,0
39876,1
39877,2
39878,2
39879,1
39880,1
39881,0
39882,1
39883,1
39884,1
39885,0
39886,0
39887,1
39888,1
39889,1
39890,1
39891,2
39892,1
39893,0
39894,1
39895,1
39896,1
39897,0
39898,1
39899,2
39900,0
39901,1
39902,1
39903,2
39904,2
39905,1
39906,2
39907,0
39908,1
39909,0
39910,1
39911,0
39912,2
39913,1
39914,0
39915,1
39916,1
39917,0
39918,1
39919,1
39920,1
39921,0
39922,0
39923,1
39924,0
39925,2
39926,1
39927,1
39928,0
39929,0
39930,1
39931,0
39932,0
39933,2
39934,2
39935,1
39936,2
39937,1
39938,1
39939,1
39940,1
39941,1
39942,0
39943,2
39944,1
39945,1
39946,2
39947,2
39948,2
39949,1
39950,1
39951,2
39952,1
39953,1
39954,1
39955,2
39956,1
39957,1
39958,1
39959,1
39960,2
39961,0
39962,0
39963,2
39964,1
39965,0
39966,0
39967,1
39968,1
39969,1
39970,1
39971,0
39972,2
39973,1
39974,1
39975,1
39976,0
39977,1
39978,1
39979,1
39980,1
39981,0
39982,2
39983,0
39984,0
39985,2
39986,0
39987,1
39988,0
39989,1
39990,0
39991,1
39992,1
39993,1
39994,1
39995,1
39996,1
39997,2
39998,2
39999,1
40000,0
40001,1
40002,1
40003,1
40004,2
40005,1
40006,1
40007,1
40008,1
40009,0
40010,2
40011,1
40012,1
40013,1
40014,2
40015,0
40016,0
40017,0
40018,1
40019,2
40020,1
40021,1
40022,1
40023,0
40024,1
40025,2
40026,1
40027,1
40028,1
40029,2
40030,2
40031,1
40032,1
40033,1
40034,1
40035,1
40036,2
40037,2
40038,1
40039,1
40040,0
40041,1
40042,0
40043,1
40044,0
40045,1
40046,2
40047,0
40048,1
40049,0
40050,1
40051,2
40052,0
40053,1
40054,0
40055,1
40056,1
40057,1
40058,0
40059,1
40060,0
40061,1
40062,1
40063,1
40064,0
40065,1
40066,2
40067,1
40068,1
40069,2
40070,1
40071,1
40072,2
40073,0
40074,1
40075,1
40076,0
40077,1
40078,0
40079,1
40080,2
40081,0
40082,1
40083,0
40084,0
40085,1
40086,0
40087,1
40088,1
40089,1
40090,1
40091,1
40092,1
40093,1
40094,0
40095,0
40096,1
40097,1
40098,1
40099,0
40100,1
40101,0
40102,1
40103,1
40104,2
40105,0
40106,1
40107,1
40108,1
40109,0
40110,1
40111,1
40112,0
40113,1
40114,0
40115,1
40116,0
40117,1
40118,1
40119,1
40120,1
40121,1
40122,0
40123,1
40124,1
40125,1
40126,2
40127,0
40128,0
40129,0
40130,1
40131,1
40132,1
40133,2
40134,0
40135,2
40136,0
40137,0
40138,2
40139,1
40140,1
40141,1
40142,2
40143,0
40144,0
40145,1
40146,1
40147,2
40148,1
40149,0
40150,1
40151,2
40152,1
40153,0
40154,2
40155,0
40156,0
40157,0
40158,0
40159,0
40160,1
40161,0
40162,2
40163,1
40164,1
40165,1
40166,1
40167,2
40168,0
40169,1
40170,1
40171,0
40172,0
40173,1
40174,1
40175,0
40176,0
40177,2
40178,1
40179,1
40180,0
40181,1
40182,1
40183,1
40184,0
40185,0
40186,0
40187,1
40188,2
40189,1
40190,1
40191,1
40192,1
40193,1
40194,0
40195,0
40196,0
40197,1
40198,1
40199,1
40200,1
40201,1
40202,1
40203,1
40204,0
40205,2
40206,1
40207,1
40208,1
40209,1
40210,1
40211,0
40212,1
40213,1
40214,0
40215,1
40216,0
40217,1
40218,2
40219,2
40220,1
40221,2
40222,1
40223,1
40224,1
40225,0
40226,2
40227,0
40228,1
40229,1
40230,1
40231,0
40232,1
40233,2
40234,1
40235,1
40236,1
40237,2
40238,2
40239,0
40240,1
40241,2
40242,1
40243,1
40244,2
40245,1
40246,1
40247,1
40248,1
40249,2
40250,0
40251,1
40252,0
40253,0
40254,0
40255,1
40256,1
40257,0
40258,0
40259,2
40260,1
40261,0
40262,0
40263,0
40264,1
40265,0
40266,2
40267,1
40268,0
40269,0
40270,2
40271,2
40272,1
40273,0
40274,1
40275,1
40276,0
40277,1
40278,1
40279,2
40280,1
40281,1
40282,1
40283,1
40284,1
40285,0
40286,1
40287,1
40288,1
40289,2
40290,1
40291,0
40292,1
40293,1
40294,2
40295,0
40296,0
40297,0
40298,1
40299,1
40300,0
40301,0
40302,1
40303,1
40304,1
40305,0
40306,1
40307,0
40308,1
40309,1
40310,1
40311,1
40312,1
40313,1
40314,1
40315,2
40316,0
40317,1
40318,1
40319,1
40320,0
40321,1
40322,0
40323,2
40324,1
40325,2
40326,0
40327,0
40328,1
40329,1
40330,1
40331,1
40332,2
40333,2
40334,0
40335,1
40336,2
40337,0
40338,1
40339,0
40340,1
40341,1
40342,0
40343,2
40344,0
40345,2
40346,1
40347,0
40348,2
40349,1
40350,2
40351,0
40352,1
40353,1
40354,1
40355,1
40356,1
40357,2
40358,2
40359,2
40360,0
40361,0
40362,0
40363,1
40364,1
40365,1
40366,0
40367,1
40368,1
40369,1
40370,0
40371,0
40372,0
40373,1
40374,1
40375,0
40376,2
40377,1
40378,1
40379,0
40380,0
40381,0
40382,1
40383,1
40384,1
40385,1
40386,1
40387,1
40388,2
40389,1
40390,2
40391,1
40392,1
40393,1
40394,1
40395,0
40396,0
40397,1
40398,0
40399,1
40400,2
40401,2
40402,1
40403,1
40404,2
40405,1
40406,0
40407,1
40408,2
40409,0
40410,0
40411,1
40412,1
40413,1
40414,1
40415,1
40416,1
40417,1
40418,2
40419,1
40420,0
40421,1
40422,0
40423,1
40424,1
40425,2
40426,0
40427,1
40428,1
40429,2
40430,1
40431,1
40432,2
40433,2
40434,1
40435,0
40436,0
40437,0
40438,0
40439,1
40440,2
40441,0
40442,1
40443,0
40444,1
40445,0
40446,0
40447,0
40448,1
40449,0
40450,2
40451,0
40452,1
40453,1
40454,1
40455,1
40456,1
40457,2
40458,1
40459,1
40460,1
40461,0
40462,1
40463,1
40464,1
40465,0
40466,0
40467,2
40468,0
40469,1
40470,2
40471,0
40472,0
40473,1
40474,1
40475,1
40476,2
40477,1
40478,1
40479,0
40480,1
40481,2
40482,0
40483,1
40484,1
40485,1
40486,0
40487,1
40488,0
40489,1
40490,1
40491,2
40492,1
40493,1
40494,1
40495,1
40496,2
40497,1
40498,0
40499,0
40500,1
40501,0
40502,1
40503,1
40504,1
40505,1
40506,2
40507,1
40508,1
40509,1
40510,2
40511,1
40512,1
40513,1
40514,1
40515,1
40516,1
40517,2
40518,1
40519,1
40520,2
40521,1
40522,1
40523,1
40524,1
40525,1
40526,1
40527,0
40528,1
40529,1
40530,1
40531,0
40532,2
40533,1
40534,0
40535,2
40536,1
40537,1
40538,2
40539,0
40540,0
40541,1
40542,0
40543,1
40544,1
40545,1
40546,1
40547,1
40548,2
40549,0
40550,0
40551,1
40552,1
40553,1
40554,1
40555,0
40556,1
40557,1
40558,1
40559,2
40560,0
40561,1
40562,0
40563,2
40564,2
40565,2
40566,2
40567,1
40568,0
40569,0
40570,1
40571,2
40572,1
40573,0
40574,1
40575,1
40576,0
40577,1
40578,1
40579,1
40580,0
40581,1
40582,1
40583,1
40584,1
40585,1
40586,1
40587,1
40588,1
40589,1
40590,1
40591,1
40592,1
40593,0
40594,2
40595,1
40596,1
40597,1
40598,1
40599,0
40600,1
40601,2
40602,1
40603,2
40604,1
40605,1
40606,0
40607,1
40608,1
40609,2
40610,1
40611,0
40612,1
40613,2
40614,2
40615,1
40616,0
40617,2
40618,1
40619,1
40620,1
40621,1
40622,2
40623,0
40624,0
40625,1
40626,0
40627,2
40628,0
40629,2
40630,1
40631,1
40632,0
40633,0
40634,0
40635,1
40636,1
40637,1
40638,1
40639,0
40640,1
40641,0
40642,1
40643,0
40644,2
40645,1
40646,1
40647,1
40648,1
40649,1
40650,1
40651,0
40652,1
40653,1
40654,2
40655,1
40656,2
40657,1
40658,1
40659,0
40660,1
40661,1
40662,0
40663,1
40664,1
40665,1
40666,1
40667,1
40668,0
40669,1
40670,2
40671,1
40672,0
40673,0
40674,1
40675,0
40676,0
40677,1
40678,1
40679,2
40680,1
40681,1
40682,1
40683,1
40684,1
40685,1
40686,1
40687,1
40688,1
40689,1
40690,1
40691,0
40692,0
40693,0
40694,2
40695,0
40696,1
40697,1
40698,0
40699,1
40700,1
40701,1
40702,0
40703,1
40704,0
40705,2
40706,1
40707,1
40708,1
40709,0
40710,0
40711,1
40712,1
40713,1
40714,1
40715,2
40716,1
40717,1
40718,1
40719,1
40720,1
40721,1
